GivenName,Surname,Birthday
Eustache,Bonami,1/21/1999
Valiant,Séguin,2/9/2002
Lowell,Lapointe,12/12/2003
Somer,Hughes,1/7/2003
Ranger,Perillard,7/28/2004
Vaden,Lessard,9/17/1996
Mason,Desruisseaux,8/16/1996
Timothée,Huot,12/17/2002
Eliot,Gousse,7/19/1999
Eliot,Pinette,12/30/1995
Adorlee,Michel,7/29/2001
William,Lefèbvre,2/9/1995
Raoul,Bisson,9/12/2003
Isaac,"de Chateaub",4/22/2004
Mignonette,Guernon,5/20/1996
Orane,Bergeron,6/10/2003
Annot,Lajoie,7/27/2002
Constance,Hébert,11/21/1996
Dominic,Daigle,11/8/2002
Isaac,Jacques,6/25/2002
Renée,Lafond,11/30/1999
Cendrillon,Chesnay,11/25/1998
Senapus,Course,11/12/2001
Rule,Laderoute,10/8/1996
Fortun,Arsenault,1/4/2001
Varden,Durand,10/9/1999
Berangaria,Vertefeuille,7/8/1997
Desire,Jardine,10/2/2002
Arlette,Martel,1/25/1998
Florence,Lamoureux,3/19/1996
Fabrice,Senneville,6/22/1997
Orane,Patel,8/24/1997
Dominique,Asselin,4/21/1997
Seymour,Gosselin,1/22/1997
Amarante,Larivière,4/18/1997
Zdenek,Dumont,4/26/2001
Constance,Lafrenière,2/12/2002
Sargent,Sorel,5/13/2004
Jessamine,Garreau,2/15/2000
Aimé,Lampron,12/17/1996
Davet,Tougas,10/18/2003
Senior,Guimond,11/19/2000
Avelaine,Lacroix,7/6/1999
Mavise,Fréchette,8/10/1995
Alexis,Gour,6/1/1999
Maureen,Laliberté,10/2/2000
Léon,Gosselin,5/30/1997
Javier,Morel,7/21/2001
Avelaine,Jodoin,11/1/2000
Gay,Desnoyer,11/6/1995
Chandler,Brisette,9/8/2002
Xavierre,Émond,4/2/2001
Benoît,Tremblay,9/23/1998
Antoinette,Talon,1/28/2000
Stéphanie,Charette,4/25/1995
Élodie,Flamand,8/7/2002
Jeanette,Marcheterre,5/10/1995
Isaac,Laramée,8/7/2003
Constance,Bilodeau,9/23/2004
Ferragus,Léveillé,3/22/1999
Vivienne,Plourde,4/17/2004
Thierry,Mailloux,1/13/1996
Nicholas,Gosselin,7/15/2003
Anastasie,Busque,11/13/1997
Alexandrin,Babin,4/27/1996
Jeanette,Laprise,8/10/1995
Ranger,Giroux,11/24/1999
Prunella,Mousseau,10/23/1997
Manon,Dubeau,5/1/2001
Forrest,Ruais,4/12/2003
Nathalie,CinqMars,7/11/1996
Raymond,Plaisance,5/25/2001
Tearlach,Loiselle,1/1/1998
Bernard,Maheu,11/3/2003
Martine,Parizeau,5/16/1998
Patience,Laurent,10/20/1997
Edmee,Daigneault,12/1/2000
Peverell,Perrault,7/22/2001
Arber,Dubeau,10/10/2002
Théodore,Coupart,1/4/2003
Heloise,Patenaude,10/18/1997
Antoine,Beaupré,3/12/1995
Raymond,Pinneau,3/17/2002
Granville,LaGrande,4/7/2004
Virginie,Bourgouin,3/30/1997
Alaine,Bazin,10/3/2002
Archaimbau,Hétu,10/5/2004
Isaac,Goulet,9/21/1998
Leone,Rodrigue,6/3/2004
Jacquenett,Bellemare,6/26/2004
Sydney,Brousseau,9/14/1998
Laurent,Douffet,2/2/2000
Eleanor,Boucher,12/23/2001
Christiane,Chaussée,9/8/2004
Laure,Dupuy,12/25/1994
Olivier,René,6/18/1996
Aubrey,Deserres,1/7/2004
Daisi,Parent,9/5/2003
Corette,Bienvenue,5/26/1998
Sydney,Gabriaux,9/21/1995
Agramant,Poulin,5/12/2003
Pierpont,Larivière,6/7/2002
Searlas,Bourque,9/26/2001
Alexis,Briard,12/19/2000
Agramant,Doiron,10/18/2001
Laverne,Chastain,7/30/2001
Yvette,Briard,4/6/2002
Mayhew,Lemieux,6/26/2001
Timothée,Josseaume,11/10/2004
Pansy,Barrière,5/1/2003
Merle,Harquin,5/6/1997
Platt,Bourdette,8/26/1997
Françoise,Trottier,12/30/2001
Gabrielle,Allain,7/1/2002
Josette,Jardine,1/9/1999
Lyle,St-Jacques,4/23/1995
Alphonsine,Allaire,1/7/2002
Nouel,Marois,5/13/2004
Desire,Gadbois,2/4/2001
Raymond,Arnoux,10/10/1997
Voleta,Audet,4/26/2003
Marphisa,Paradis,10/7/2000
Eugène,Dufour,10/23/2004
Raina,Ruais,6/27/2003
Ninette,Charron,6/18/2002
Langley,Lafrenière,2/22/2002
Nanna,Lacombe,9/24/1996
Gaetane,Giroux,7/24/1999
Eustache,"De La Vergne",7/29/1999
Dreux,Rodrigue,1/21/2000
Arridano,LeBatelier,3/22/1997
Fusberta,Ouellet,9/5/2004
Blanchefle,Bertrand,1/6/1996
Tabor,Lévesque,8/5/1997
Ancelote,Grenier,5/24/2001
Martin,Martin,7/29/1995
Cerise,Cinq-Mars,7/10/2000
Sacripant,Lanctot,12/26/1997
Arienne,Leclair,8/25/2004
Sydney,Léveillé,2/20/2003
Paige,Étoile,11/22/1999
Marshall,Gervais,11/4/1997
Marlon,Lesage,12/21/2002
Apolline,Rancourt,9/13/2001
Karel,Babin,2/12/2003
Jacqueline,Senneville,5/31/2001
Valérie,Bernard,4/19/1995
Gradasso,Sylvain,8/13/2001
Wyatt,Louis,4/16/2002
Margaux,Paulet,8/16/1997
Fleur,Duranseau,7/6/2000
Somer,Levasseur,11/22/1998
Bertrand,Boivin,9/27/2001
Camille,Séguin,11/14/2000
Noël,Racine,5/31/2000
Blondelle,Sicard,6/28/1999
Pryor,Bossé,9/14/2003
Odo,Théberge,1/2/2000
Felicienne,Paimboeuf,6/7/2000
Anastasie,Beaudoin,11/30/2003
Sacripant,Gousse,5/27/2000
Dielle,Marcil,1/16/2004
Eugène,Lessard,8/19/1997
Paulette,Lacombe,8/28/1996
Felicienne,Patry,7/10/1999
Jacquenett,Cadieux,1/13/2002
Philip,Bonnet,7/22/2000
Adèle,Lussier,6/27/2001
Daisi,Tougas,8/13/1998
Roxanne,Corbeil,11/29/1994
Corette,Noël,8/28/1999
Sabine,Goguen,3/23/1996
Beltane,Giroux,11/25/1999
Aubine,Mailhot,1/24/2003
Joy,Perrault,2/23/2000
Kari,Laforge,4/26/1997
Parfait,Chnadonnet,3/11/1998
Renée,Paimboeuf,10/22/1997
Juliette,Dupuy,10/10/2000
Merle,Bourque,5/17/2002
Melisande,Grondin,10/27/2000
Melisande,Paquin,5/15/1995
Raison,Patel,8/11/2003
Marcelle,Dennis,5/15/2001
Coralie,Thibault,6/13/1995
Mathilde,Mercier,10/27/1996
Merle,Fremont,11/23/2000
Suzette,Loiseau,4/19/1998
Calandre,Chalut,11/26/1999
Agramant,Perrault,5/18/2002
Timothée,Ouellet,1/2/2000
Agramant,Laboissonnière,2/29/1996
Delmare,Caisse,4/16/1995
Serge,Narcisse,6/11/2000
Danielle,Corbeil,10/19/1996
Melville,Petrie,5/24/2002
Fealty,Desroches,9/29/1995
Noël,Saindon,7/25/1997
Rémy,Meilleur,3/6/1996
Daisi,Aubé,7/2/2000
Eugenia,Mazuret,10/26/2002
Quincy,Moïse,8/30/1996
Pascal,Charbonneau,4/2/1998
Claude,Blondlot,6/16/2004
Artus,Picard,5/17/1999
Peppin,Barrette,10/31/2002
Carine,Paquin,7/30/2003
Saber,Gauvin,10/2/2003
Harcourt,Thivierge,1/4/1995
Laverne,Lemieux,8/31/2003
Aceline,Avare,2/16/1997
Loring,Migneault,1/21/2004
Emmanuel,Desforges,4/11/1997
Harcourt,Beaujolie,2/15/2002
Hélène,Sarrazin,4/30/2000
Dorene,Charron,11/3/2003
Searlas,Lafontaine,1/21/1995
Christine,Gabriaux,5/13/1996
Lowell,Lesage,4/7/1995
Burrell,Gilbert,2/9/2002
Hamilton,Chrétien,9/9/2000
Claude,Adler,9/18/1999
Amaury,Patry,12/19/1999
Arthur,Cliche,2/28/2001
Gill,Bonnet,9/14/1997
Viollette,Plourde,10/13/1995
Valentine,Charest,9/13/1995
Renée,Labbé,11/2/1999
Nicholas,Gour,12/2/1994
Somer,Garcia,6/2/2002
Gano,Potvin,3/23/1997
Elita,Lebrun,9/27/2002
Arnaude,Dubé,9/4/1997
René,Petit,6/7/2003
Marjolaine,Saindon,12/26/1999
Sidney,Austin,9/25/2001
Jacqueline,Vadeboncoeur,9/7/2000
Honore,Rhéaume,4/27/2003
Victor,Auger,4/9/1997
Nicole,Jolicoeur,8/22/1996
Faye,Busque,11/20/1995
Jesper,Émond,2/2/2003
Agnès,Harquin,1/2/2003
Hugues,Parmentier,4/1/1995
Alphonse,Lamarre,3/11/1997
Anton,David,6/8/1997
Florence,Hughes,8/27/1995
Marc,Lesage,7/10/2004
Aymon,Arpin,12/27/2002
Apolline,Benjamin,5/21/2001
Élodie,Meunier,4/3/2004
Leroy,Auberjonois,6/8/1997
Ancelina,Poisson,4/24/2004
Nicolette,Roux,1/23/1999
Madeleine,Généreux,11/23/2000
Harcourt,Marleau,7/7/2001
Sumner,Marcheterre,4/10/1997
Aubrey,Paradis,1/15/2004
Chandler,Massé,6/26/1998
Camille,Longpré,5/23/1998
Leal,Garreau,3/21/1996
Sargent,Girard,8/12/1999
Aubert,Ménard,8/17/1995
Holly,Angélil,8/23/2000
Karel,Despins,3/13/1999
Fleurette,Cyr,10/22/2001
Antoine,Henrichon,3/27/2003
Sydney,Pelletier,10/25/1996
Rabican,Clément,10/3/2002
Jean,Rouze,5/22/2001
Pénélope,Séguin,3/25/2004
Martin,Jardine,2/2/2003
Raison,Frappier,1/16/2001
Cher,Dubeau,12/6/1999
Clarice,Poulin,4/4/1996
Gifford,Labonté,9/27/2002
Demi,Goddu,3/14/2001
Orville,Perreault,4/5/2004
Linette,Busque,4/2/2003
Ophelia,Morneau,4/24/1999
Jean,Gregoire,2/12/2004
Royale,Lapointe,9/24/1999
Viollette,Belisle,8/18/1999
Caroline,Lanctot,7/30/1999
Avent,Vachon,2/11/1999
Alita,Thériault,3/2/2000
Damiane,Desroches,3/27/1997
Aimé,Guibord,5/29/1995
D'Arcy,Pelland,12/1/1994
Gaetane,Phaneuf,10/7/2001
Gilbert,Rivière,8/10/2004
Royce,Lebrun,5/25/2000
Bevis,Dufour,8/1/2001
Anne,Sauriol,4/4/2000
Chapin,Chalut,8/8/1996
Arnaud,Bureau,12/25/1994
Calandre,Deschênes,5/29/1998
Baptiste,Vadnais,4/11/1998
Pascaline,Desrosiers,11/21/1997
Vail,Sauvé,11/3/2002
Isaac,Vaillancourt,1/26/1997
Marcelle,Guédry,3/22/2001
Amorette,Raymond,2/18/1996
Anaïs,Laurent,4/20/2000
Millard,Brault,2/17/1997
Allyriane,St-Jean,4/23/2001
Apolline,Cadieux,9/26/2001
Jewel,Compagnon,3/8/1995
Danielle,Chassé,3/31/2001
Fanette,Fournier,2/21/2002
Raymond,Mouet,7/4/1996
Javier,Drouin,11/5/1996
Chantal,Cotuand,1/9/2004
Octave,Cadieux,4/7/1996
Catherine,Laframboise,6/14/2002
Harcourt,Jolicoeur,9/13/1997
Guy,Vachon,1/9/2000
Cher,Lambert,9/9/2004
Xarles,Larivière,12/11/2002
Mathilde,Bois,12/15/1997
Jessamine,Carignan,11/30/1994
Archard,Grivois,8/7/2004
Agramant,Lanteigne,8/6/1995
Jolie,Larocque,8/17/2000
Arber,Leduc,1/1/1999
Rive,Lapresse,9/17/2002
Anton,DuLin,11/28/1997
Claire,Villeneuve,7/1/2002
Anouk,Bernier,12/20/2003
Delmar,Parizeau,3/13/2004
Viollette,Paquin,11/1/2001
Bernard,Huard,4/14/2002
Bradamate,Chaussée,2/25/2004
Comforte,Racicot,5/5/2004
Jean,Daigle,1/16/2000
Alfred,Guay,12/2/2001
Durandana,Chenard,9/19/2000
Moore,Faubert,4/22/1999
Matthieu,Guimond,1/19/1996
Gustave,LeBatelier,11/25/1995
Nadine,Mouet,5/30/2000
Carine,Meunier,1/31/2000
Nicolas,Dubé,3/19/1999
Cher,Rocheleau,2/13/1997
Normand,Jalbert,3/31/1997
Christien,Bernard,2/14/1997
Julien,Jodion,9/9/2002
Bruno,Paquette,8/13/1997
Blondelle,Morel,10/14/2003
Ambra,Pelland,5/21/2001
Marshall,Émond,10/3/1998
Clémence,Pinneau,11/4/2003
Henry,Bois,1/31/2001
Musette,Perillard,12/11/1995
Zerbino,Sorel,1/9/1999
Jewel,Gamelin,6/21/2002
Lucille,Desforges,9/13/1995
Aurore,Patel,1/17/2004
Marmion,Bonnet,3/28/2000
Vincent,Binet,5/13/1999
Amaury,Gingras,4/19/2003
Martine,Aupry,2/11/1999
Henry,Courtemanche,1/3/1998
Senior,Lamothe,9/1/2000
Aleron,Varieur,10/30/2002
Barry,Dupéré,1/22/2000
Rosamonde,Gauthier,8/29/2001
Tilly,Bazinet,7/2/2001
Pierrette,Casgrain,7/20/1998
Jacqueline,Cressac,5/28/2002
Roland,Caouette,5/28/1995
Nicolette,Foucault,6/15/2002
Claudette,DeGrasse,8/29/1999
Robert,Lepage,12/9/2001
Émile,Poisson,5/10/2004
Philippe,Abril,7/27/2002
Troy,Lemelin,12/3/1997
Frédérique,Cartier,9/6/2004
Gay,D'Aubigné,7/14/1998
Blanche,Boisvert,12/8/2000
Zara,Garcia,3/2/1997
Norris,Pariseau,6/11/2000
Agnès,Trépanier,8/15/2003
Agnès,Deniger,2/25/2001
Talbot,Aupry,11/20/2001
Agathe,Allard,11/5/2004
Erembourg,Cloutier,3/20/2001
Sargent,Potvin,12/11/1994
Yves,Piedalue,7/20/2004
Dominic,Jalbert,11/22/2000
Belisarda,Francoeur,4/6/2002
Florus,Collin,5/18/1999
Eloise,Levasseur,6/2/1997
Apolline,Lavallée,4/25/1995
Zacharie,Fresne,1/6/2002
Melisande,Grivois,12/17/2000
Donatien,Artois,4/20/2003
Laverne,Dennis,8/14/2002
Parnella,Bourque,12/30/1994
Babette,Bélanger,12/27/2001
Jean,Desjardins,5/1/1995
Rachelle,Martel,4/2/2003
Nathalie,Chassé,5/1/1995
Nicolas,Baron,7/1/1999
Langley,Rouleau,12/13/1997
Forrest,Leroy,3/9/1996
Pensee,Mailhot,11/28/1995
Christophe,Pomerleau,1/2/2000
Jay,Guay,3/7/2001
Tanguy,Coulombe,2/6/1997
Vernon,Bilodeau,11/28/2002
Brice,Royer,6/14/2004
Delit,Piedalue,11/12/1995
Vedette,Corbin,2/7/1999
Cinderella,Jodion,1/1/1997
Burnell,Lacharité,2/3/1998
Monique,Mailly,1/10/1998
Gabriel,Dastous,7/17/1999
Guy,Fortin,11/30/1994
Dominique,Langlois,4/24/2001
Audric,Aubé,2/19/2002
Aubin,Longpré,1/15/2000
Burrell,Monty,1/4/2004
Jeannine,Chrétien,11/12/2003
Fauna,Aupry,11/1/2001
Guillaume,Parenteau,9/19/1995
Guillaume,D'Aoust,1/28/1998
Malagigi,Frappier,2/2/1997
Josette,Sorel,11/10/2002
Norris,Clavet,12/13/1997
Voleta,Quessy,12/10/2002
Dorothée,Chenard,5/18/1995
Eloise,Léveillé,4/7/1998
Henriette,Riquier,4/2/1999
Crescent,Mousseau,1/10/1997
Noelle,Lemaître,11/3/2000
Isabelle,Boisclair,1/3/1996
Hedvige,Fournier,7/30/1999
Esmeraude,Brodeur,5/7/1998
Langley,Flamand,10/4/1996
Christian,"Du Trieux",11/9/2003
Delmar,Thibodeau,6/9/2002
Zoé,Quessy,3/15/2002
Davet,Pouliotte,2/18/1995
Afrodille,Hébert,2/22/2004
Arnaud,Arcouet,11/16/1996
Sennet,Lacasse,7/17/2001
Vail,Barrette,10/14/2003
Guerin,Laliberté,3/15/2001
Melodie,Gousse,11/1/2001
Zurie,Garnier,4/10/1995
Roland,Fontaine,10/22/2004
Bartlett,Mazuret,10/21/1995
Camille,Desrosiers,7/29/2000
Mayhew,Therrien,3/1/2002
Creissant,Boivin,4/22/1998
Ansel,Bonnet,12/27/2001
Pansy,Huard,4/15/1995
Andrée,Brousse,4/30/2002
Travers,Binet,9/10/1999
Nadine,Sicard,12/27/1998
Angelique,Sabourin,1/26/2000
Blondelle,Chicoine,6/6/1997
Honoré,Chauvet,11/21/2002
Lucille,Courtois,3/30/1996
Fletcher,Landry,6/2/2003
Thiery,Denis,7/21/1998
Armand,Babin,11/11/1995
Aurore,Roux,7/7/2000
Lucas,Pelchat,11/3/2004
Cher,Grondin,4/24/2001
Saville,Ruel,12/11/2002
Gilles,Vallée,10/4/2001
Tempeste,LaCaille,5/8/1997
Jeannine,Morneau,3/5/1997
Percy,Cloutier,1/28/1997
Joanna,Gingras,3/24/2002
Beltane,Cailot,11/3/1998
Allyriane,Bossé,12/23/1994
Channing,Leroy,7/31/1997
Pascal,Houde,10/11/1995
Annette,Gaillard,10/23/1995
Troy,Bler,7/16/1999
Barry,Chauvet,10/23/2004
Gradasso,Lacasse,5/27/2004
Pomeroy,Hervé,5/23/1996
Gradasso,Lamy,9/22/2002
Langley,Cantin,3/29/2002
Morgana,Hachée,9/18/1999
Jacquenett,Grondin,6/25/1998
Forrest,"De La Vergne",2/1/1997
Mayhew,Aubin,12/7/1994
Georgette,Desrosiers,4/8/1996
Vignette,Plourde,7/18/1995
Astrid,Boisclair,2/18/1996
Blanche,Goudreau,3/27/1997
Martin,Bonneville,11/1/1996
Anaïs,Chevrette,12/30/2002
Oriel,St-Jacques,10/19/1996
Julie,Courtemanche,7/21/1999
Dominic,Saucier,8/30/2004
Noël,Rocher,8/30/2001
Julienne,Roussel,12/17/1996
Ila,Petrie,2/6/1995
Lyle,Tachel,11/21/2001
Arnou,Guernon,4/11/2000
Brigitte,Tisserand,1/23/1995
Daniel,Lapointe,10/2/1996
Fusberta,Lafond,9/15/1997
Orlene,Pelland,9/13/2001
Gano,Goddu,11/7/2004
Alaine,Francoeur,7/4/1997
Brigitte,Descoteaux,12/29/1998
Pinabel,Longpré,10/10/1998
Afrodille,Ferland,1/18/1998
Mavise,"de Chateaub",5/10/2002
Léon,Courtois,9/23/2001
Campbell,St-Pierre,12/11/2000
Alaine,Chalut,7/16/1997
Desire,Sacré,12/27/1997
Tempeste,Pinette,3/16/2003
Hamilton,Alexandre,10/7/1996
Heloise,Lizotte,11/20/2001
Bevis,Fongemie,5/18/2004
Platt,Chassé,11/11/2002
Avenall,Jodion,6/4/2000
Huon,David,11/18/1995
Curtis,Bolduc,10/7/1998
Carole,Quiron,8/29/1998
Burkett,Saindon,3/13/1996
Patrice,Patry,6/3/2001
Ancelote,Pouliotte,9/10/2002
Danielle,Bouchard,12/18/2003
Charlotte,Robert,11/18/1998
Capucine,Sciverit,5/9/1997
Clarimunda,Leduc,10/4/1995
Charles,Vallée,4/16/2002
Chapin,Langlois,5/9/2004
Aymon,Mercure,6/27/2004
Noelle,Chevrette,10/9/2000
Bevis,Couet,9/21/2002
Clarice,Abril,10/8/1997
Agnès,Boivin,2/20/2003
Vick,Chabot,1/26/1997
Adrien,Rivière,11/18/1998
Aurélie,St-Jean,6/8/1995
Burrell,Belisle,9/19/1995
Luc,Charpentier,8/14/1996
Roland,Devoe,11/1/2004
Huette,Lacasse,2/14/1998
Édouard,Panetier,4/8/1996
Cendrillon,Plouffe,11/2/2001
Estelle,Durepos,12/6/2002
Grosvenor,Blais,5/6/1996
Adèle,Loiseau,5/21/2003
Linette,Crête,4/21/2003
Olympia,Brisebois,4/2/1995
Orlene,Rochon,7/2/1995
Talon,Dumont,10/26/2000
Georgette,Mainville,6/7/1995
Davet,Routhier,2/9/2002
Amélie,Bonenfant,4/5/2002
Odo,LaCaille,1/13/1995
Prunella,Lanteigne,9/5/2000
Valentine,Chartier,3/7/2003
Benoît,Loiselle,3/14/1997
Pierre,Quessy,6/5/2000
Florence,Chaloux,6/13/2000
Olivier,Chouinard,9/2/2004
Adrien,Deniger,3/23/1995
Gérard,Guertin,7/20/1995
Fleurette,Marcheterre,5/27/2004
Josette,Barteaux,12/1/2000
France,Croquetaigne,11/2/2003
Pierpont,Labrosse,2/13/2003
Germaine,Legault,4/12/2004
Sennet,Charpentier,8/14/2000
Pierpont,David,6/27/2001
Raoul,Auger,5/13/2001
Patrice,Duperré,10/5/1999
Dorene,Neufville,1/15/2001
Avent,Gour,9/1/1999
Victorine,Jobin,10/24/2003
Mathilde,Dufour,1/26/2004
Vignette,Soucy,9/28/2001
Cheney,Chicoine,11/26/2002
Robinette,Grignon,11/19/1996
Corinne,Guibord,10/28/1999
Victor,Lafond,9/17/2003
Aya,Pouliotte,12/14/2003
Yvette,Tessier,2/4/2004
Orva,Paimboeuf,4/7/1997
Patrice,Parizeau,4/15/1997
Valérie,Lamare,3/25/2002
Orson,Labonté,4/25/2001
Édouard,Robillard,6/12/1999
Seymour,Parent,10/24/2003
Nicolas,Quiron,3/11/1997
Daniel,Baril,4/28/2002
Noelle,Tisserand,10/29/2003
Algernon,Cloutier,2/5/1998
Erembourg,Fongemie,7/5/1997
Victor,Paquin,3/7/2001
Aimée,Thibodeau,1/3/2004
Aya,Grandpré,3/5/1995
Zdenek,Lécuyer,11/13/1996
Marthe,Marseau,5/11/2001
Fauna,Riquier,9/7/1997
Fabrice,Chastain,2/7/1996
Clarimunda,Lefèbvre,4/20/1999
Vivienne,Plourde,9/10/2000
Evrard,Chartré,7/26/1996
Melville,Leroy,6/14/1998
Albertine,Fongemie,9/13/2001
Amber,Montminy,10/11/2003
Alexandre,Dubé,8/26/2002
Babette,Richer,2/6/2002
Archaimbau,Théberge,6/26/2000
Satordi,Garreau,7/30/1997
Cheney,Laderoute,1/19/1996
Agathe,Panetier,8/7/2003
Millicent,Boisvert,1/12/1996
Monique,Martineau,3/18/2004
Cammile,Gabriaux,12/31/1995
Chandler,Édouard,2/11/2002
Halette,Bourget,8/10/2003
Fealty,Desroches,10/10/1995
Louise,Bernier,7/22/1998
Georgette,Rochefort,7/5/2000
Aceline,Poissonnier,7/5/2000
Bruno,Fortier,12/18/2001
Fifi,Jodion,8/7/2003
Jules,Foucault,9/10/1999
Algernon,Rouze,3/18/1995
Orane,Bienvenue,11/20/2003
Valentine,Dupuis,9/17/1996
Christabel,Gaillou,10/27/2003
Jeanne,Duplessis,2/9/2002
Joy,Émond,10/18/1998
William,Saindon,7/13/2002
Calandre,Morin,11/13/1998
Angelique,Tachel,6/2/1996
Arienne,Sacré,12/29/1996
Timothée,Villeneuve,5/30/1999
Michèle,Saindon,1/15/2000
Thierry,Pouchard,10/1/1998
Pinabel,Vadnais,7/14/1995
Magnolia,Vertefeuille,11/10/1996
Quennel,Quirion,3/20/1995
Xavier,Courcelle,8/1/2001
Comforte,Chevrette,12/29/1998
Mayhew,Franchet,11/13/1995
Iven,Langlais,4/30/2003
Diane,Bisson,1/30/1998
Véronique,Brault,10/4/2002
Millard,Goguen,9/18/2001
Sydney,Devoe,10/22/1998
Marcelle,Tollmache,3/9/2004
Seymour,Bler,5/12/2001
Fealty,Clément,4/20/1996
Arnou,Proulx,5/8/2001
Emmeline,Guilmette,4/17/1995
Carole,Legault,9/6/1997
Roch,Picard,10/2/2004
Philippe,Montminy,8/17/1999
Nicole,Larocque,12/31/2002
Antoinette,Fongemie,5/6/1999
Aimé,Sirois,6/5/1999
Yves,Auclair,10/26/2000
Pensee,Bourque,3/13/2000
Dominic,LeBatelier,10/31/1999
Amaury,Dostie,12/1/1999
Oliver,Mercure,11/7/2002
Sumner,Croteau,1/30/1999
Damiane,Begin,12/5/1996
Verrill,Garceau,9/18/2001
Rabican,Binet,7/22/1997
Tearlach,Cantin,8/16/1997
Xavierre,Courcelle,2/3/2002
Caresse,Dupont,9/17/2004
Jeanne,Sauriol,2/1/2004
Peverell,Mailloux,1/7/1999
Laetitia,Vadeboncoeur,11/27/1997
Bertrand,Devost,8/23/1998
Zdenek,Beauchesne,5/29/1997
Harcourt,Meilleur,11/22/1998
Aymon,Lajoie,8/1/1997
Richard,Lizotte,5/25/2004
Thibaut,Berger,4/21/2001
Mandel,Grenier,3/1/2002
Granville,Quessy,1/29/1997
Joanna,Bolduc,12/19/1998
Gaspar,Laberge,2/1/2004
Vick,Croquetaigne,7/18/1995
Paige,Dostie,11/3/2002
Parfait,Beauchesne,6/4/1999
Nathalie,Panetier,5/6/2003
Antoine,Grandbois,2/14/1996
Landers,Gladu,7/1/2004
Harriette,Franchet,4/7/1998
Fleurette,Berie,12/4/1994
Laverne,Bourdette,8/28/2000
Philippine,Salois,7/24/2004
Orville,Trudeau,5/29/1996
Scoville,Leroux,9/16/2002
Alain,Clavet,7/12/2002
Satordi,Lampron,8/1/1996
Adélaïde,Beaudry,3/13/1999
Océane,Beausoleil,5/6/2003
Dexter,Gagnon,4/26/1998
Parnella,"Des Meaux",10/31/1996
Roslyn,Sorel,7/6/2003
Gustave,Bonneville,9/22/1995
Aubin,Rivard,1/18/2002
Parfait,Giguère,8/2/2003
Roland,Petrie,4/4/1995
Michel,Benoit,6/18/1997
Gano,Plaisance,12/19/1996
Agathe,Fréchette,10/13/1998
Gaspar,Briard,10/26/2002
Amitee,CinqMars,12/2/2003
Corinne,Avare,5/11/1997
Channing,Paulet,4/13/2003
Aiglentina,Duplanty,10/3/2002
Marsilius,David,8/28/1997
Gustave,Quirion,5/10/2001
Astrid,Lachance,10/9/1997
Manville,Blanc,4/24/2002
Anaïs,Monty,6/5/2000
Marguerite,Duhamel,3/8/1995
Tanguy,Jodion,6/1/2000
Jeoffroi,Audibert,7/18/1999
Dexter,Adler,4/3/2000
Henry,Pellerin,6/4/1996
Joanna,Rodrigue,8/20/2000
Danielle,Lussier,6/5/1998
Cher,Brisette,4/10/2000
Daisi,Desaulniers,3/5/2000
Delphine,Lagrange,5/20/1998
Caroline,Course,9/6/1995
Chandler,Blondlot,9/13/1995
Jewel,Robert,9/26/2000
Nicholas,Pinneau,12/28/1996
Heloise,Brasseur,9/19/2000
Émilie,Soucy,11/9/1998
Jérôme,Richard,12/17/1998
Marguerite,Fortin,6/24/2004
Fortun,Cinq-Mars,4/29/2002
Matilda,Paradis,8/23/2001
Telford,Garreau,8/22/2002
Laure,Jodion,7/22/2000
Luc,Vadnais,7/25/2000
Sydney,Arnoux,10/21/1996
Juliette,Abril,1/5/2004
Jean,Gauvin,1/17/1999
Garland,Reault,9/27/2001
Burnell,Marcil,5/25/2003
Armand,Bernier,4/28/1997
Fabienne,Lejeune,10/16/2004
Lowell,Vaillancour,12/19/2000
Liane,Givry,5/9/1996
Angelette,Montminy,5/18/2003
Roux,Piedalue,4/1/2004
Platt,Hétu,8/5/2000
Georges,Vertefeuille,12/29/1995
Logistilla,Théberge,8/26/1998
Belle,Guédry,3/23/1997
Georges,Chastain,9/4/2004
Robinette,Théberge,4/18/2000
Delphine,Bergeron,9/7/1995
Émilie,Douffet,4/15/1995
Margaux,Berthelette,9/30/2001
Gustave,Gareau,5/14/1997
Montague,Loiselle,8/10/1998
Bevis,Sicard,1/11/1999
Cécile,Bonnet,5/5/2004
Cerise,Patenaude,12/26/1997
Zacharie,Angélil,7/5/2003
Burnell,Lamoureux,7/3/1995
Mayhew,Gosselin,10/28/2000
Christabel,Longpré,12/11/1998
Pascal,Boileau,11/20/1997
Aurélie,Carignan,5/16/1996
Erembourg,St-Jacques,4/15/1996
Odo,Louis,8/31/2000
D'Arcy,Beaulieu,3/25/1996
Courtland,Lapresse,5/20/1998
Mallory,Trottier,10/28/1996
Medoro,Begin,3/7/1998
Daisi,Pinette,5/29/2000
Virginie,Cliche,1/8/2000
Angelique,Lemaître,9/2/2001
Paige,Rhéaume,12/22/1997
Platt,Loiselle,12/15/1994
Ninette,Boisvert,3/12/2002
Luc,Méthot,12/13/1996
Vallis,Batard,11/16/2000
Ila,Mireault,4/29/1995
Belda,Busque,4/5/1996
Porter,Lazure,11/29/2000
Robinette,Denis,11/10/1996
Florus,Arpin,2/29/1996
Leroy,Dupéré,3/4/1996
Élisabeth,Houde,9/9/2002
Cerise,Melanson,12/25/2001
Louis,Paiement,5/25/2003
